21;2012;306;0;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;1;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;2;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;3;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;4;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;5;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;6;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;7;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;8;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;9;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;10;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;11;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;12;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;13;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;14;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;15;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;16;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;17;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;18;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;19;5529;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;20;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;21;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;22;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;23;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;24;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;25;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;26;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;27;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;28;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;29;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;30;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;31;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;32;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;33;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;34;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;35;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;36;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;37;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;38;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;39;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;40;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;41;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;42;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;43;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;44;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;45;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;46;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;47;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;48;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;49;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;50;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;51;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;52;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;53;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;54;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;55;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;56;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;57;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;58;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;59;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;60;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;61;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;62;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;63;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;64;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;65;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;66;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;67;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;68;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;69;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;70;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;71;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;72;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;73;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;74;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;75;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;76;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;77;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;78;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;79;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;80;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;81;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;82;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;83;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;84;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;85;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;86;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;87;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;88;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;89;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;90;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;91;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;92;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;93;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;94;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;95;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;96;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;97;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;98;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;99;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;100;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;101;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;102;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;103;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;104;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;105;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;106;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;107;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;108;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;109;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;110;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;111;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;112;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;113;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;114;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;115;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;116;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;117;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;118;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;119;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;120;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;121;5999;N/S;599;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;122;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;123;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;124;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;125;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;126;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
21;2012;306;127;5999;N/S;529;N/S;599;599;552;552;099;N/S;552;529
