19;2014;305;0;0;N/S;0;N/S;0;0.006;-24.14; 0.10;985.77;0;11.600;0;N/A
19;2014;305;1;0;N/S;0;N/S;0;0.005;-24.44; 0.03;985.77;0;12.440;0;N/A
19;2014;305;2;0;N/S;0;N/S;0;0.005;-24.47; 0.07;985.77;0;13.550;0;N/A
19;2014;305;3;0;N/S;0;N/S;0;0.005;-24.74; 0.03;985.77;0;14.700;0;N/A
19;2014;305;4;0;N/S;0;N/S;0;0.004;-25.04; 0.03;985.77;0;15.950;0;N/A
19;2014;305;5;0;N/S;0;N/S;0;0.006;-25.84;0;985.77;0;16.890;0;N/A
19;2014;305;6;0;N/S;0;N/S;0.012;0.007;-27.74;0;985.89;0;17.860;0;N/A
19;2014;305;7;0;N/S;0;N/S;0.006;0.006;-29.85; 0.03;985.89;0;18.470;0;N/A
19;2014;305;8;0;N/S;0;N/S;0;0.005;-31.09; 0.03;985.89;0;19.440;0;N/A
19;2014;305;9;0;N/S;0;N/S;0;0.005;-32.76;0;985.89;0;20.350;0;N/A
19;2014;305;10;0;N/S;0;N/S;0;0.006;-35.40;-0.07;985.89;0;21.260;0;N/A
19;2014;305;11;0;N/S;0;N/S;0.006;0.007;-37.64;0;985.89;0;22.250;0;N/A
19;2014;305;12;0;N/S;0;N/S;0.006;0.005;-39.14;-0.07;985.89;0;22.930;0;N/A
19;2014;305;13;0;N/S;0;N/S;0.006;0.003;-40.24;-0.07;985.89;0;23.830;0;N/A
19;2014;305;14;0;N/S;0;N/S;0.006;0.004;-42.48;-0.10;985.89;0;24.790;0;N/A
19;2014;305;15;0;N/S;0;N/S;0;0.006;-44.89;-0.03;985.89;0;25.700;0;N/A
19;2014;305;16;0;N/S;0;N/S;0;0.003;-44.92;-0.03;985.89;0;26.300;0;N/A
19;2014;305;17;0;N/S;0;N/S;0;0.006;-45.05;-0.10;985.89;0;27.260;0;N/A
19;2014;305;18;0;N/S;0;N/S;0.006;0.005;-45.02;-0.07;985.89;0;28.250;0;N/A
19;2014;305;19;0;N/S;0;N/S;0;0.006;-45.19;-0.10;985.89;0;29.480;0;N/A
19;2014;305;20;0;N/S;0;N/S;0;0.004;-45.29;-0.03;985.89;0;30.570;0;N/A
19;2014;305;21;0;N/S;0;N/S;0;0.006;-46.39;-0.10;985.89;0;32.110;0;N/A
19;2014;305;22;0;N/S;0;N/S;0;0.003;-46.49;-0.10;985.89;0;33.480;0;N/A
19;2014;305;23;0;N/S;0;N/S;0.006;0.003;-47.09;-0.10;985.89;0;34.380;0;N/A
19;2014;305;24;0;N/S;0;N/S;0;0.006;-47.39;-0.07;986.02;0;35.180;0;N/A
19;2014;305;25;0;N/S;0;N/S;0;0.007;-47.46;-0.10;986.02;0;36.250;0;N/A
19;2014;305;26;0;N/S;0;N/S;0;0.004;-47.53;-0.13;986.02;0;37.430;0;N/A
19;2014;305;27;0;N/S;0;N/S;0;0.006;-47.59;-0.07;986.14;0;38.550;0;N/A
19;2014;305;28;0;N/S;0;N/S;0.006;0.006;-47.56;-0.07;986.14;0;39.760;0;N/A
19;2014;305;29;0;N/S;0;N/S;0;0.006;-47.86;-0.17;986.14;0;41.100;0;N/A
19;2014;305;30;0;N/S;0;N/S;0;0.007;-47.89;-0.13;986.14;0;42.380;0;N/A
19;2014;305;31;0;N/S;0;N/S;0.006;0.006;-48.03;-0.13;986.14;0;43.360;0;N/A
19;2014;305;32;0;N/S;0;N/S;0.006;0.005;-48.03;-0.07;986.14;0;44.350;0;N/A
19;2014;305;33;0;N/S;0;N/S;0;0.006;-48.03;-0.03;986.14;0;45.400;0;N/A
19;2014;305;34;0;N/S;0;N/S;0.006;0.006;-47.96;-0.03;986.26;0;46.270;0;N/A
19;2014;305;35;0;N/S;0;N/S;0.006;0.005;-47.99;-0.10;986.26;0;46.990;0;N/A
19;2014;305;36;0;N/S;0;N/S;0;0.006;-47.96;-0.17;986.14;0;47.600;0;N/A
19;2014;305;37;0;N/S;0;N/S;0.012;0.007;-47.96;-0.13;986.26;0;48.330;0;N/A
19;2014;305;38;0;N/S;0;N/S;0;0.004;-47.96;-0.13;986.26;0;48.520;0;N/A
19;2014;305;39;0;N/S;0;N/S;0;0.006;-47.89;-0.07;986.26;0;48.980;0;N/A
19;2014;305;40;0;N/S;0;N/S;0.006;0.004;-47.96;-0.13;986.26;0;49.640;0;N/A
19;2014;305;41;0;N/S;0;N/S;0.006;0.003;-47.99;-0.10;986.26;0;50.380;0;N/A
19;2014;305;42;0;N/S;0;N/S;0;0.008;-48.03;-0.10;986.26;0;51.130;0;N/A
19;2014;305;43;0;N/S;0;N/S;0;0.005;-48.03;-0.10;986.26;0;51.990;0;N/A
19;2014;305;44;0;N/S;0;N/S;0;0.006;-48.13;-0.17;986.14;0;52.980;0;N/A
19;2014;305;45;0;N/S;0;N/S;0.018;0.005;-48.20;-0.10;986.14;0;54.060;0;N/A
19;2014;305;46;0;N/S;0;N/S;0;0.003;-48.13;-0.07;986.26;0;55.140;0;N/A
19;2014;305;47;0;N/S;0;N/S;0;0.006;-48.26;-0.13;986.26;0;56.190;0;N/A
19;2014;305;48;0;N/S;0;N/S;0.006;0.005;-48.26;-0.10;986.26;0;57.090;0;N/A
19;2014;305;49;0;N/S;0;N/S;0.006;0.004;-48.26;-0.07;986.26;0;57.850;0;N/A
19;2014;305;50;0;N/S;0;N/S;0;0.007;-48.33;-0.13;986.26;0;58.260;0;N/A
19;2014;305;51;0;N/S;0;N/S;0;0.003;-48.26;-0.07;986.26;0;58.910;0;N/A
19;2014;305;52;0;N/S;0;N/S;0;0.007;-48.30;-0.03;986.26;0;59.350;0;N/A
19;2014;305;53;0;N/S;0;N/S;0.006;0.005;-48.40;-0.13;986.26;0;59.470;0;N/A
19;2014;305;54;0;N/S;0;N/S;0;0.005;-48.50;-0.13;986.26;0;59.730;0;N/A
19;2014;305;55;0;N/S;0;N/S;0;0.004;-48.50;-0.13;986.26;0;60.250;0;N/A
